r1,r2,r3,r4,r5,r6,r7,r8,label
1145052,152952,21211,57352,28165,75240,109553,33985,0
2771153,92825,119766,45307,54858,33020,41702,15049,0
1476566,347274,151902,73603,15249,10075,92207,27155,0
2135351,254319,48982,108621,124635,83849,22074,5699,0
891054,201764,24379,68666,92577,60402,9194,25170,0
1567160,270692,180470,61331,12180,83634,90179,52937,-1
503652,595716,13518,100784,91585,71839,30687,17499,-1
820093,299963,118970,106748,89956,37017,6220,9711,-1
1993659,71858,100909,59282,50547,34260,144014,78112,-1
1639608,1323999,73051,51306,21091,44104,18836,44046,-1
622997,639536,73082,24333,18407,62771,14914,24039,-1
1349018,318403,115726,69032,130684,139812,91190,62856,-1
1245008,969755,266893,153029,84795,72258,111031,29465,-1
1707432,130361,55611,47911,21987,111272,48595,47336,-1
2177772,66754,182269,26683,114628,90937,56224,33462,-1
975939,981586,127921,29610,36504,51292,10714,5910,-1
894329,913372,219026,87712,41865,99390,38715,35506,-1
1855685,81850,167425,163569,41528,81598,31442,54400,-1
646098,789904,77095,66279,11264,41106,57670,45293,-1
3583870,170161,63287,33185,14394,10395,9133,6162,-1
898359,343796,107926,30660,58701,72153,108979,34224,-1
2122985,943614,45075,99717,53836,52976,55261,42000,-1
865095,1028530,30238,95986,28660,31350,23846,31982,-1
741016,1068203,253428,112710,171571,138093,19539,13687,-1
1160782,1020173,31044,36866,15984,19809,13209,12595,-1
1696997,261765,19687,9766,31743,19445,91752,15367,-1
365700,618809,4846,87837,46864,23197,10024,4294,-1
2142869,149074,18238,18243,9338,86579,46327,19579,-1
157506,133306,174460,148051,159548,123273,69910,39121,-1
806468,658872,106630,64091,40340,25354,15061,9816,-1
2102423,937155,96422,87197,42532,48796,36112,30923,-1
157258,346682,96516,36627,35758,55021,37213,18964,-1
1539408,382169,141076,83683,11053,37404,7839,11603,-1
768072,725064,25832,14964,75974,34665,39146,20559,-1
1696158,266467,143652,287747,162475,29553,14544,17262,-1
325113,1096402,117563,198712,151343,43042,38396,23787,-1
1343156,509431,219925,15325,24996,103797,37809,22973,-1
1489787,1044271,162019,399306,198334,101036,43608,18165,-1
63093,426390,69122,39765,61518,34408,27577,7193,-1
1618243,781150,17543,16798,25328,12827,6166,10574,-1
524036,651629,78142,53173,16967,9229,13239,7372,-1
2066857,591154,276277,123774,24472,30096,44684,21258,-1
1615966,439088,87263,51968,32319,23275,42555,13836,-1
311953,226603,4442,183105,39859,12619,8557,4748,-1
1970609,101131,82173,171701,48605,26040,5444,2400,-1
2328670,97773,58405,61443,33110,36514,15984,34456,-1
743374,62997,215341,32688,21469,12540,6270,6241,-1
1380646,197957,180043,134416,315512,69571,27709,8829,-1
996462,220768,355950,64533,4655,13128,8144,3729,-1
15879,19677,586468,12533,6403,16086,1669,2996,-1
534631,41392,237957,12215,7867,7483,2830,1289,-1
1182343,178330,308804,68221,8543,15724,2913,6350,-1
1796105,664014,214458,537945,166275,114525,14511,14349,-1
2748564,481537,28312,96849,180628,81373,83675,94695,-1
346371,195046,53390,97709,22227,62846,55185,27162,-1
307008,513658,59813,174815,18226,50141,50548,50913,-1
521586,99675,30457,57831,7482,80341,102469,36075,-1
1299837,456014,29651,51625,22843,84539,81700,57050,-1
154069,105271,11582,11981,35684,49582,89739,28059,-1
184851,213016,89584,42880,24132,75947,51328,25690,-1
504515,36753,255662,37774,16732,19360,5540,5129,-1
26078,68129,34374,8486,196111,10257,4344,3062,-1
737026,706046,160398,17588,85508,93344,85853,39020,-1
2344385,132939,61860,17904,25032,108528,16643,30394,-1
326997,85541,22036,26948,10200,39354,151891,20389,-1
465213,473344,69634,22640,18523,44128,53090,20380,-1
992898,1416472,124575,170878,24421,71683,9176,21424,-1
1007001,229120,51560,7443,6957,98304,53208,28885,-1
1577797,377657,14482,18126,21834,69535,98465,30335,-1
1897731,286815,129505,30315,28109,43472,49202,53952,-1
445934,355229,100943,33437,59122,27220,96087,75858,-1
1585603,597691,43802,63753,26665,33245,15148,45268,-1
358932,293617,103768,59509,17548,16614,67291,18789,-1
1023669,636646,126680,131233,47284,50042,77578,32560,-1
2690604,259113,140204,27463,14198,69548,28648,27260,-1
191112,162950,384885,8845,3808,10215,2511,1581,-1
764752,95546,30074,191351,4688,5492,5490,3099,-1
443528,11691,31934,184925,22323,16936,4598,1854,-1
400771,40203,9420,179524,7647,4954,2505,1215,-1
451620,57457,30876,196662,17353,23452,7744,3147,-1
12898,58200,225816,122356,6547,10580,3084,1228,-1
538306,253069,55720,131384,49810,46499,13657,6207,-1
1312717,597992,32535,64538,42982,25805,83055,22743,-1
733054,541140,90816,95266,38524,70777,35717,24391,-1
738356,355465,75908,21356,7081,21353,33493,50435,-1
1278729,162124,19980,99698,30596,58248,19242,61011,-1
255068,159713,28925,90509,45853,50011,30101,56902,-1
461749,196822,98661,76282,21580,21310,14393,36343,-1
318255,175887,93920,164583,25009,17156,6135,3437,-1
2014901,235004,30016,171082,40695,20571,55954,30167,-1
488375,130847,16443,14794,11215,79581,85134,10299,-1
155936,97735,166812,66842,102324,5836,7999,6667,-1
1821556,649404,66947,19809,69566,54997,14767,17833,-1
795368,279489,98936,126184,96457,19314,17080,19817,-1
1258488,171594,95997,90001,48526,54620,29743,9011,-1
93918,84150,26002,13019,13776,40215,93163,54861,-1
1351646,829622,162621,15636,75469,23225,17740,60806,-1
1533799,421130,62200,107102,49515,14636,9033,4587,-1
2218880,155287,84561,50430,21196,44434,52148,19620,-1
1603025,915548,157921,70812,32883,45161,37138,63887,-1
8810,34109,22654,453813,9315,9343,11552,5304,-1
920938,399185,86581,28389,24423,37573,14571,42876,-1
889267,314005,61129,14291,26190,27208,76146,9655,-1
7853,37358,506971,43189,4427,18333,4742,2423,-1
1531495,176173,109118,363506,249272,123462,114838,77668,-1
1438845,206411,15296,11162,130829,68556,36447,20311,-1
1579729,357883,268292,233315,146905,193242,10561,25013,-1
111499,325999,224025,27181,14029,16101,14536,8517,-1
413529,91862,130461,160460,27305,14394,8620,6230,-1
458254,25976,233145,15165,5423,8481,4715,13090,-1
435975,262631,220149,49500,20706,29163,2312,3311,-1
621332,405813,75482,29918,142473,29178,34991,26589,-1
6683,13111,20809,363879,14009,11816,1780,652,-1
1804182,873429,267192,131470,85341,40862,24206,14258,-1
499932,503000,32796,42863,17589,86196,66368,35433,-1
3240895,298237,32525,50191,62824,27574,21173,8543,-1
3317458,184903,139601,36465,23462,25570,12018,10646,-1
53440,19026,386363,34722,49294,19284,5311,8512,-1
252721,201388,248416,12684,61367,27775,4078,3167,-1
293991,252932,38684,80497,27346,28070,32147,50020,-1
2921030,266421,26280,68626,15812,12464,4779,2034,-1
1993418,211142,33717,107375,178089,144269,100307,47572,-1
1325999,591676,30211,51320,21153,45940,25330,32827,-1
1246906,498749,169443,237072,49368,54320,57467,41977,-1
1313748,1272513,142253,220669,59784,55020,70248,108302,-1
1900247,79201,15178,3046,1632,45793,70690,20562,-1
431345,354171,101208,8228,47331,25793,64685,24900,-1
1520022,1075187,32997,16201,106780,112707,49896,50479,-1
413116,146811,77530,46717,12779,25457,100784,18000,-1
485771,470161,15101,85130,44651,19383,9063,3205,-1
951215,371706,7345,66175,59040,67240,93675,51224,-1
26856,11331,746,57999,23971,40542,99566,26912,-1
1377661,336136,97886,92199,16153,17978,4947,4953,-1
1818510,752139,17164,41282,13522,28500,5451,15785,-1
1551583,596581,6132,5390,9054,21975,12157,17746,-1
230497,624890,55361,44561,57797,81075,12487,6611,-1
2211233,407943,188360,48983,80067,52570,35056,38982,-1
860217,100510,73415,63821,23982,36922,101922,31151,-1
1297034,261740,12425,62708,164505,34820,79687,47740,-1
2443795,964190,90717,23073,41369,47238,14680,10966,-1
653558,274386,8812,6809,13466,8446,54396,5938,-1
1428605,250380,116110,151960,55482,50213,54014,45327,-1
2135522,74998,116803,79664,30193,15276,5651,4311,-1
401191,107152,12749,35417,19312,69288,84612,21007,-1
593746,254520,205863,19739,53650,19642,13872,28730,-1
2596576,1118748,160957,412269,29874,103803,110421,63685,-1
1626800,103893,31916,25439,21753,75781,68704,34652,-1
1958631,146472,99302,46486,23576,13052,27379,34349,-1
1289637,937519,132909,62574,25063,43347,21019,5490,-1
1022503,444892,157243,44231,33326,22390,50744,22444,-1
1195500,793028,83356,32311,42454,38726,57532,34657,-1
478197,313015,95404,50819,121000,27582,19193,11512,-1
1089769,370985,241767,155266,46850,42125,22275,29095,-1
949076,159053,94107,23083,47377,95849,10349,9764,-1
2851807,2024140,282408,154555,105486,123007,36845,7997,-1
1748023,349000,38720,293675,168769,97800,21747,5419,-1
1975600,495112,66384,92268,35838,57671,84863,21724,-1
1499103,430774,56830,204345,48643,90473,25406,20973,-1
381746,281884,94956,36965,99665,77929,77676,33649,-1
697748,606436,235925,246435,211207,63681,52551,88441,-1
626979,506183,232299,426179,410340,131140,58582,72613,-1
1655471,1122732,480721,409064,1147356,946775,1143996,510445,-1
431013,836249,1039715,722243,699052,448300,248498,164942,-1
1295421,196830,239850,47201,27202,163700,143271,26904,-1
1043658,33648,54528,91150,143647,126996,42736,42369,-1
1039443,404672,65450,15078,16298,81541,65654,68617,-1
752062,105274,52265,96005,312455,291880,219884,83165,-1
496361,123935,28213,91264,61366,43781,16768,60381,-1
678826,1058117,229472,112757,112680,161593,89310,23257,-1
1629349,224625,105697,662986,194110,245249,302558,259133,-1
1359673,410105,70053,53801,138868,216923,178579,258465,-1
1341778,952330,513540,646020,206476,193164,131481,44439,-1
2387653,533709,79713,24782,38869,41356,6166,1635,-1
1604656,295845,62497,134446,61932,200907,107905,74695,-1
1764269,335862,160574,95797,118686,70022,46966,9952,-1
507433,334340,367015,128532,197687,159681,34565,31599,-1
641622,670075,149252,237982,123774,48022,50418,11488,-1
459822,601630,223155,266955,408164,382163,396666,194435,-1
1401770,1133325,125349,277859,309947,565233,230895,133399,-1
1791455,329498,684193,661634,737088,254380,139120,87599,-1
1341204,1007735,705354,874769,393949,519395,506977,321777,-1
1298356,698414,9384,286215,781666,344496,520075,380853,-1
205748,683912,53185,139445,162437,152533,85178,100121,-1
2632630,145630,200136,36438,79524,22223,65562,17375,-1
1933861,639595,909596,470853,78058,205941,149480,138562,-1
192630,252812,17263,9020,61087,81115,52656,35826,-1
116376,168622,5549,57195,100562,165147,61980,34922,-1
1350116,66798,24438,142643,76295,122338,41460,93098,-1
1693678,485510,342826,417204,479322,362878,86645,25475,-1
661289,262022,21111,30806,50663,28119,35533,50667,-1
1705877,69041,124466,59408,92055,84071,103921,29567,-1
965956,404488,84651,55116,96335,162378,67286,91840,-1
1248400,704848,450335,363642,171242,297259,321950,285966,-1
1263426,699632,120798,201603,191964,142636,251799,393980,-1
974672,352037,159802,14038,216115,315738,259841,75788,-1
1725071,1598238,983904,257830,1246363,550507,185475,134627,-1
3658057,321738,142829,119938,119137,56999,15208,5671,-1
576647,98118,86598,71675,272549,235603,69986,67597,-1
594792,181609,111550,18566,176238,136989,21656,48212,-1
1104657,241470,102966,83412,85954,104488,135474,94640,-1
597580,175521,56870,37553,41505,128723,119326,90263,-1
330328,65333,17025,30296,35908,128686,81491,31809,-1
474307,627611,87822,95127,172920,152413,84662,45207,-1
2061898,615208,229146,257400,341981,368711,211349,127056,-1
1452845,733459,337950,740634,590958,346329,669024,307036,-1
676187,286574,120982,51606,183695,141471,74453,41984,-1
545367,519301,71009,29582,53231,71901,77231,16790,-1
538118,251324,21724,435163,418742,334228,185324,167444,-1
1794807,1791239,611230,868729,367492,212931,117495,124683,-1
75177,538197,28049,50735,171013,83600,64397,46735,-1
951983,122345,60873,40601,44339,78550,46981,63304,-1
1549702,305955,68149,213689,118404,175780,30551,68979,-1
648869,139665,477706,202088,267436,540479,245664,78118,-1
591702,1555496,750261,109577,1402620,300250,286919,115693,-1
533590,136226,7112,168566,130190,85735,36878,72780,-1
1319133,391092,542593,150688,160317,153178,69695,85285,-1
2231691,448530,63176,70451,92300,151346,15232,7393,-1
513253,89952,39253,164212,90103,54436,52039,45053,-1
1956973,502184,46960,25980,110125,88827,41555,41761,-1
776064,1615304,1180264,412963,466345,414448,290648,144290,-1
541954,509477,114340,135213,29960,102762,74579,79097,-1
765971,2765146,793659,1375379,1000838,585296,269944,310038,-1
1479953,574196,19757,41180,14551,10144,28262,20013,-1
1032504,174244,102566,63259,143805,152456,100814,116063,-1
1327423,545061,18502,18212,83661,68479,110043,13150,-1
1714662,582752,278750,270545,360645,391366,359162,251007,-1
960818,69421,14581,147409,102733,53638,30845,17329,-1
308979,143408,144233,73229,66716,110851,106257,43210,-1
480284,400564,15229,60597,196387,104532,217469,71642,-1
695578,176684,68637,169157,450938,98716,66682,49271,-1
855491,171834,14110,63458,113125,115040,196641,65090,-1
359800,57055,190611,141533,240411,41021,27525,31028,-1
833222,340238,89158,15002,382865,230257,114620,75317,-1
686978,379458,52605,115323,237906,181107,43295,81117,-1
1555770,75595,50474,35321,88451,103692,87202,72259,-1
446905,162963,68869,20619,150360,62905,96141,39191,-1
1263777,334123,59031,69810,200342,137739,70094,44163,-1
1766607,242927,41097,161903,172639,84910,33865,53307,-1
203340,325212,143062,27143,31682,85498,16379,9502,-1
204734,62281,16478,88381,60849,92243,63542,44698,-1
233561,394325,776240,270485,450542,697179,553467,243521,-1
1777586,231765,191633,86197,33193,47929,62692,14638,-1
824727,334554,15698,67604,64529,317623,247809,84852,-1
787395,1000644,68163,63754,72867,62219,39557,24144,-1
1370067,622370,172413,335177,117233,79295,135679,175690,-1
830813,120227,354261,268405,144359,133902,175109,128569,-1
1371930,72581,3646,25557,16807,15166,78180,13123,-1
1209050,454084,38219,32975,53991,84849,14858,16803,-1
469847,519031,48286,39805,382993,112278,70618,225868,-1
1503258,191907,33847,77645,41365,125631,106701,55176,-1
851320,111837,468999,144310,229533,107764,152897,39044,-1
428852,644423,80986,59603,81894,73027,37725,26060,-1
2100557,1142378,156362,595491,354669,283703,201675,247380,-1
684749,881988,209410,177849,145201,70285,66955,20986,-1
3188380,415538,143310,39190,51675,51855,8647,4931,-1
1735694,687784,97450,80255,53192,58974,74211,22692,-1
625429,85597,109918,98516,97366,84900,38107,21232,-1
762747,62339,31657,117135,221550,113747,20822,6749,-1
993037,118006,88005,150217,149714,73513,289673,199513,-1
172037,276406,166646,64424,59866,146368,70564,40008,-1
355564,46975,74068,24478,90464,65364,69702,85360,-1
506819,1766317,418029,1228192,430287,630086,174540,179065,-1
554187,290695,16982,69788,300480,79969,72715,50986,-1
1651847,101307,209211,131091,104918,194142,69979,68693,-1
1908246,115424,97198,334038,570827,247074,92581,88223,-1
634037,289271,78831,103624,99645,122763,132862,53617,-1
1376368,188294,123911,232206,239432,203875,198591,78519,-1
189908,498639,50146,151202,72807,183247,153025,63524,-1
555504,239912,140136,3681,18993,120596,18352,6815,-1
252295,270235,236657,318711,224509,173962,130445,167615,-1
781945,224042,58834,352407,76670,248521,169336,37617,-1
545369,229913,129958,110779,72958,123128,195098,138126,-1
1026107,206367,55522,125713,98308,117105,48515,80894,-1
761441,690459,81353,372248,283379,135383,144353,100894,-1
1180426,260366,78887,151796,427257,59380,47512,81515,-1
593496,229636,9642,190061,152475,277799,90397,66644,-1
863638,256930,128003,102850,213779,324992,94052,121426,-1
453200,157721,38627,123750,361529,257525,216468,119437,-1
1684089,169163,111265,74313,173762,185573,71162,30057,-1
2421532,1300588,145770,278315,747386,573882,700297,386515,-1
2646726,242168,86772,79743,224976,76432,88510,63766,-1
480482,963501,273088,87276,99793,71969,188619,109178,-1
1336634,1416472,374370,297229,1176086,1702731,517262,515520,-1
2515663,1376393,1967644,1051303,530922,247640,179787,377926,-1
1931831,578719,20884,133852,85712,140049,79513,45332,-1
1392868,149731,64581,145902,114547,168762,143589,49026,-1
940593,2100135,94596,1194284,915362,531141,597943,900107,-1
2695225,614696,51326,37966,24387,27669,18166,7941,-1
597169,928733,70813,71149,106176,66728,120036,103135,-1
1527152,315461,49436,156337,153712,81307,11307,9047,-1
1410647,451402,262450,75290,153237,329132,325745,160694,-1
1089672,467190,923613,79889,164029,163272,37586,20657,-1
1003445,304943,27118,44858,116845,140760,25708,12202,-1
1266125,184547,264571,64775,140297,215343,91732,173783,-1
1752117,341355,91657,89903,165828,134664,86987,21917,-1
756238,227512,84388,56415,178451,224410,76464,70064,-1
700018,336271,126516,206239,78167,23795,106912,50511,-1
1777031,270033,65049,163336,336432,257748,168630,106707,-1
681363,464315,351398,505321,417248,244846,89916,27565,-1
1666697,799941,327591,245924,506351,300500,184522,103670,-1
559194,515732,55504,175302,129667,166347,96527,108568,-1
1325602,460402,77110,129565,103258,97612,18016,27156,-1
1078908,127572,137913,270589,139825,273022,99919,68602,-1
877666,96789,68150,37445,104200,81192,181405,122183,-1
562174,163932,30153,56057,180928,258595,61370,50586,-1
276686,87113,35135,113268,149319,83022,39363,14814,-1
1380641,952151,81935,182552,510526,302193,420608,226201,-1
378379,941076,304758,81082,150675,196622,67261,62892,-1
286105,494105,78670,142565,302751,300833,135344,101698,-1
